1,0,288,309,0,3,5,1,255,255,1,0,http,tcp
1,0,199,3883,0,9,9,1,9,255,1,0.11,http,tcp
1,0,36,0,0,9,9,1,61,191,1,1,domain_u,udp
1,0,105,147,0,4,4,1,255,255,1,0.01,private,udp
1,0,295,13267,0,1,1,1,29,247,1,0.03,http,tcp
1,0,211,1467,0,15,16,1,150,255,1,0.01,http,tcp
1,0,240,398,0,11,11,1,255,255,1,0,http,tcp
1,0,32,32,0,2,3,1,9,9,1,0.11,domain_u,udp
1,0,53,50,0,325,325,1,255,255,1,0.93,private,udp
1,0,328,1225,0,19,32,1,255,255,1,0,http,tcp
1,0,287,1480,0,5,12,1,255,255,1,0,http,tcp
1,0,235,191,0,3,15,1,255,255,1,0,http,tcp
1,0,264,1886,0,3,3,1,3,255,1,0.33,http,tcp
1,0,210,1909,0,24,26,1,255,255,1,0,http,tcp
1,0,318,2753,0,9,23,1,9,255,1,0.11,http,tcp
1,0,105,146,0,4,4,1,255,255,1,0.01,private,udp
1,0,297,318,0,7,9,1,162,255,1,0.01,http,tcp
1,0,165,13107,0,1,1,1,3,255,1,0.33,http,tcp
1,0,228,4979,0,5,20,1,10,255,1,0.1,http,tcp
1,0,212,7624,0,9,9,1,82,255,1,0.01,http,tcp
1,0,304,5177,0,23,30,1,255,255,1,0,http,tcp
1,0,341,25080,0,12,12,1,255,255,1,0,http,tcp
1,0,238,2781,0,57,85,1,255,255,1,0,http,tcp
1,0,210,2485,0,10,28,1,47,255,1,0.02,http,tcp
1,0,213,474,0,5,5,1,255,255,1,0,http,tcp
1,0,105,0,0,1,1,1,255,253,0.99,0,private,udp
1,0,299,386,0,16,20,1,255,255,1,0,http,tcp
1,0,183,18335,0,5,33,1,25,255,1,0.04,http,tcp
1,0,328,2652,0,4,4,1,173,231,1,0.01,http,tcp
1,0,105,147,0,1,1,1,255,253,0.99,0,private,udp
1,0,236,1188,0,9,30,1,36,255,1,0.03,http,tcp
1,0,249,8024,0,2,13,1,5,255,1,0.2,http,tcp
1,0,291,7652,0,4,4,1,4,255,1,0.25,http,tcp
1,0,105,146,0,2,2,1,255,255,1,0.01,private,udp
1,0,105,0,0,1,1,1,255,253,0.99,0.01,private,udp
1,0,286,810,0,19,19,1,255,255,1,0,http,tcp
1,0,105,0,0,1,1,1,255,253,0.99,0,private,udp
1,0,105,147,0,2,2,1,255,254,1,0,private,udp
1,0,105,0,0,1,1,1,255,253,0.99,0.01,private,udp
1,0,313,20769,0,9,9,1,16,245,1,0.06,http,tcp
1,0,274,6732,0,9,9,1,9,255,1,0.11,http,tcp
1,0,105,0,0,2,1,0.5,255,253,0.99,0,private,udp
1,1,78162,174,0,3,3,1,255,255,1,0,http,tcp
1,0,54,55,0,511,511,1,255,255,1,1,private,udp
1,0,299,171,0,13,13,1,15,175,1,0.07,http,tcp
1,0,280,888,0,12,30,1,255,255,1,0,http,tcp
1,0,236,274,0,15,15,1,15,255,1,0.07,http,tcp
1,0,198,367,0,6,6,1,26,254,1,0.04,http,tcp
1,0,105,147,0,1,1,1,255,253,0.99,0,private,udp
1,0,336,1335,0,9,19,1,255,255,1,0,http,tcp
1,0,42,42,0,9,16,1,255,255,1,0.01,domain_u,udp
1,0,105,0,0,1,1,1,255,253,0.99,0,private,udp
0,988,1773,32209,0,1,1,1,255,104,0.41,0,telnet,tcp
0,135,353,5769,0,1,1,1,255,141,0.55,0,telnet,tcp
0,0,0,5020,0,3,3,1,3,9,1,1,ftp_data,tcp
0,373,2954,4768,0,1,1,1,255,13,0.05,0,telnet,tcp
0,0,195,0,0,1,1,1,19,32,0.47,0.47,ftp_data,tcp
0,35,96,533,0,1,1,1,221,3,0.01,0,ftp,tcp
0,0,0,3249,0,1,1,1,1,1,1,1,ftp_data,tcp
0,0,116,0,0,1,1,1,255,52,0.2,0.2,ftp_data,tcp
0,1964,3760,29364,0,1,1,1,255,3,0.01,0,telnet,tcp
0,2224,3548,37496,0,1,1,1,255,164,0.64,0,telnet,tcp
0,0,105,147,0,2,2,1,255,255,1,0.01,private,udp
0,0,105,147,0,1,1,1,255,254,1,0,private,udp
0,0,105,146,0,1,1,1,255,253,0.99,0.01,private,udp
0,0,105,146,0,2,2,1,255,253,0.99,0,private,udp
0,0,105,146,0,1,1,1,255,254,1,0,private,udp
0,0,105,146,0,1,1,1,255,253,0.99,0,private,udp
0,280,283618,0,0,1,1,1,5,31,1,1,ftp_data,tcp
0,0,105,146,0,2,2,1,255,254,1,0,private,udp
0,0,42,0,0,4,4,1,255,255,1,0,private,udp
0,281,158,597,0,1,1,1,15,5,0.33,0.07,ftp,tcp
0,0,0,0,0,1,12,1,232,87,0.34,0,telnet,tcp
0,0,0,36,0,3,6,0.33,198,60,0.24,0.01,pop_3,tcp
0,0,0,0,0,508,1,0,255,1,0,0,other,tcp
0,0,0,0,0,4,5,0.25,90,88,0.32,0.01,telnet,tcp
0,0,0,0,0,1,1,1,170,1,0.01,1,private,tcp
0,0,20,0,0,1,61,1,4,122,1,1,eco_i,icmp
0,0,0,0,0,510,1,0,255,1,0,0,other,tcp
0,0,0,0,0,431,1,0,255,1,0,0,other,tcp
0,0,0,0,0,509,1,0,255,1,0,0,other,tcp
0,0,0,0,0,1,1,1,255,1,0,0.11,private,tcp
0,0,1032,0,0,511,511,1,255,255,1,1,ecr_i,icmp
0,0,1032,0,0,511,511,1,255,255,1,1,ecr_i,icmp
0,0,0,0,0,140,2,0.01,255,2,0.01,0,private,tcp
0,0,1032,0,0,511,511,1,255,255,1,1,ecr_i,icmp
0,0,520,0,0,511,511,1,255,255,1,1,ecr_i,icmp
0,0,520,0,0,511,511,1,255,255,1,1,ecr_i,icmp
0,0,0,0,0,105,5,0.05,255,5,0.02,0,private,tcp
0,0,520,0,0,511,511,1,255,255,1,1,ecr_i,icmp
0,0,1032,0,0,511,511,1,255,255,1,1,ecr_i,icmp
0,0,1032,0,0,133,133,1,255,255,1,1,ecr_i,icmp
